,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,year_since_1st_renovation,city,statezip,price
2480,2.0,2.0,2280,641203,2.0,0,0,3,0,109,41,40,849900.0
2481,5.0,2.75,3100,10014,1.0,0,2,4,1440,73,23,25,975000.0
2482,5.0,2.5,2350,4000,2.0,0,0,3,0,93,35,53,910000.0
2483,3.0,1.75,1850,6869,1.0,0,2,5,750,34,6,68,459950.0
2484,3.0,2.5,2070,8337,2.0,0,0,3,0,97,18,18,325000.0
2485,4.0,2.75,2020,7070,1.0,0,0,5,1010,58,35,61,513000.0
2486,3.0,2.25,1580,12177,1.0,0,0,3,380,113,33,42,475000.0
2487,4.0,2.5,2690,7947,2.0,0,0,3,0,93,32,36,419000.0
2488,4.0,2.5,2420,10285,1.0,0,4,3,720,104,6,65,760000.0
2489,5.0,1.5,2540,6660,2.0,0,3,4,200,79,35,63,1120000.0
2490,2.0,1.0,1150,30184,1.0,0,0,3,0,105,32,33,129000.0
2491,5.0,2.5,3210,12000,1.0,0,0,4,1380,68,3,6,725000.0
2492,3.0,2.5,2040,4627,2.0,0,0,3,0,92,31,31,580000.0
2493,3.0,2.25,1920,4833,1.0,0,0,4,860,21,35,62,385000.0
2494,4.0,1.75,1900,10588,1.0,0,0,5,0,58,1,1,265000.0
2495,3.0,2.5,4310,32093,1.5,0,4,5,1800,82,36,70,1735000.0
2496,3.0,2.5,1070,1155,2.0,0,0,3,350,105,35,55,330000.0
2497,4.0,2.5,2790,43091,2.0,0,0,4,0,89,42,44,665000.0
2498,3.0,2.5,2860,4442,2.0,0,0,3,0,100,35,74,799000.0
2499,3.0,2.0,2250,8800,1.0,0,0,4,1000,68,35,55,589000.0
2500,2.0,2.25,3170,3000,2.0,0,2,5,1180,0,35,52,1695000.0
2501,3.0,1.0,1460,7200,1.0,0,0,3,200,114,35,47,538000.0
2502,3.0,1.0,1540,3399,1.5,0,0,3,340,103,35,56,530100.0
2503,3.0,2.0,2910,6600,2.0,0,0,4,990,88,35,57,718500.0
2504,3.0,1.75,1180,13927,1.0,0,0,5,0,62,32,37,299000.0
2505,3.0,1.75,1640,7437,1.0,0,0,3,550,94,35,61,556000.0
2506,4.0,2.0,1520,19672,1.0,0,0,3,500,79,40,72,171000.0
2507,5.0,3.0,3610,9775,2.0,0,0,3,0,103,21,23,540000.0
2508,3.0,2.25,1400,3814,2.0,0,0,3,0,12,9,26,250000.0
2509,4.0,3.5,3200,3250,2.0,0,0,3,530,107,16,17,795000.0
2510,3.0,3.0,1384,1287,2.0,0,0,3,240,106,35,46,575000.0
2511,3.0,2.25,1410,1287,2.0,0,0,3,120,105,16,15,379500.0
2512,4.0,2.5,2050,5276,2.0,0,0,3,0,106,32,37,385000.0
2513,4.0,2.5,1750,4779,2.0,0,0,3,0,109,17,16,415500.0
2514,3.0,2.0,1510,6710,1.0,0,0,3,440,102,19,22,397500.0
2515,3.0,2.5,1930,7214,2.0,0,0,3,0,105,35,60,530000.0
2516,4.0,2.5,2960,41656,2.0,0,0,3,0,85,42,41,883000.0
2517,5.0,2.75,2920,11880,1.0,0,0,5,1260,68,16,15,850000.0
2518,2.0,1.0,1980,5000,1.0,0,0,4,890,23,35,64,496752.0
2519,3.0,1.75,1430,8865,1.0,0,0,3,0,105,35,60,330000.0
2520,4.0,2.75,2450,4187,2.0,0,2,3,0,110,16,17,735000.0
2521,4.0,2.75,2360,4924,2.0,0,0,3,0,108,17,16,525000.0
2522,3.0,2.5,1890,4838,2.0,0,0,3,160,102,40,69,269950.0
2523,3.0,1.75,2140,9484,1.0,0,0,3,850,53,3,3,650000.0
2524,3.0,2.0,1900,8100,1.0,0,0,4,950,101,35,54,520500.0
2525,4.0,2.5,2700,9122,2.0,0,0,3,0,109,16,17,652500.0
2526,5.0,3.0,2430,8000,1.0,0,0,4,1060,101,3,7,506000.0
2527,3.0,1.0,1110,12150,1.0,0,0,4,0,101,3,7,416000.0
2528,4.0,2.75,2280,15347,1.0,0,0,5,0,60,25,37,500000.0
2529,3.0,1.75,1550,4708,1.0,0,0,4,690,85,35,54,460000.0
2530,3.0,2.0,1530,8925,1.0,0,0,3,0,104,5,9,371025.0
2531,4.0,2.5,2440,28405,2.0,0,0,3,0,102,17,16,576000.0
2532,4.0,2.25,1760,9602,2.0,0,0,3,0,100,32,36,353500.0
2533,4.0,2.25,3040,5000,2.0,0,3,4,960,93,35,48,1735000.0
2534,3.0,1.75,1070,8100,1.0,0,0,4,0,101,1,1,183000.0
2535,3.0,1.75,1990,5560,1.0,0,0,4,890,89,35,48,763101.0
2536,2.0,1.5,1090,4000,1.0,0,0,3,120,94,35,55,460000.0
2537,4.0,1.5,1890,6938,1.5,0,0,3,0,101,35,55,825000.0
2538,3.0,1.0,1000,9150,1.0,0,0,3,0,110,32,37,265000.0
2539,3.0,1.75,1770,8235,1.0,0,0,3,740,112,6,66,295000.0
2540,4.0,3.0,2360,6250,1.0,0,2,3,900,112,35,57,418000.0
2541,3.0,3.5,3380,108900,2.0,0,0,3,680,99,32,36,554000.0
2542,3.0,2.5,1700,3150,2.0,0,0,3,0,105,16,17,534500.0
2543,2.0,1.75,1600,4000,1.0,0,0,5,750,18,35,53,690000.0
2544,4.0,2.5,2050,6360,2.0,0,0,3,0,100,16,17,530000.0
2545,2.0,1.75,1210,1040,2.0,0,0,3,0,114,16,17,357186.0
2546,5.0,3.0,1940,6355,1.0,0,0,3,740,107,35,69,300000.0
2547,4.0,2.0,1810,8750,1.0,0,0,2,700,67,32,36,304000.0
2548,4.0,1.75,1690,4080,1.0,0,0,4,820,84,35,64,385000.0
2549,4.0,2.0,1800,2970,1.0,0,0,4,800,23,35,54,415000.0
2550,4.0,3.5,3280,6603,2.0,0,0,3,0,107,3,5,963000.0
2551,4.0,2.5,4290,175421,2.0,0,0,3,0,103,30,30,792500.0
2552,3.0,1.75,1150,9600,1.0,0,0,3,0,114,27,27,309212.0
2553,2.0,1.5,880,1805,2.0,0,0,3,0,99,35,62,235000.0
2554,3.0,1.5,1720,8100,2.0,0,0,3,0,83,35,50,667000.0
2555,3.0,1.5,1510,8000,1.0,0,0,4,0,56,3,6,470000.0
2556,4.0,2.0,1240,3000,1.0,0,0,3,200,88,35,59,375000.0
2557,4.0,2.0,1580,9581,1.0,0,0,3,0,53,19,21,410000.0
2558,4.0,2.25,2170,7737,2.0,0,0,3,0,100,33,42,566000.0
2559,4.0,2.75,2500,4950,2.0,0,0,3,0,110,31,32,680000.0
2560,1.0,1.0,960,2640,1.0,0,0,3,200,88,35,53,332000.0
2561,4.0,2.5,3030,8507,2.0,0,0,3,0,103,19,21,902000.0
2562,3.0,1.75,1540,10800,1.0,0,0,5,770,47,23,25,500000.0
2563,3.0,1.75,1890,32340,1.5,0,3,3,0,76,41,40,445000.0
2564,4.0,2.5,2810,9800,1.0,0,0,4,1100,73,3,5,825000.0
2565,4.0,4.0,3530,8400,2.0,0,0,5,900,58,35,74,1095000.0
2566,3.0,1.0,1100,8536,1.0,0,0,4,0,101,35,57,277000.0
2567,3.0,2.5,1940,9775,1.0,0,2,3,500,75,19,22,545000.0
2568,3.0,2.5,2300,9521,2.0,0,0,3,0,103,11,11,435000.0
2569,3.0,2.5,2110,3600,2.0,0,0,3,0,105,31,31,638000.0
2570,4.0,1.5,1220,10580,1.0,0,0,3,0,93,3,7,418000.0
2571,3.0,1.75,1750,12325,1.0,0,0,4,280,68,31,31,499000.0
2572,3.0,1.5,1230,8056,1.0,0,0,4,0,85,6,69,150000.0
2573,3.0,2.5,3100,23790,2.0,0,0,3,0,102,33,43,759950.0
2574,3.0,2.5,1830,65340,1.0,0,0,3,310,91,27,27,427000.0
2575,5.0,2.5,2640,7096,2.0,0,0,3,0,103,31,32,632500.0
2576,6.0,1.75,1840,2774,1.0,0,0,3,780,105,35,59,660000.0
2577,4.0,2.5,3190,14565,2.0,0,0,3,0,109,42,44,862000.0
2578,2.0,1.0,1120,2000,1.5,0,0,3,0,106,35,52,524000.0
2579,3.0,1.5,1760,6723,1.0,0,0,3,600,104,35,57,470000.0
2580,3.0,2.0,1590,9912,2.0,0,0,3,0,100,41,40,385000.0
2581,4.0,2.5,2120,9603,2.0,0,0,3,0,85,16,15,575000.0
2582,4.0,2.5,2240,9826,1.0,0,0,4,870,88,14,13,220000.0
2583,2.0,1.0,890,2100,1.0,0,0,4,130,85,35,50,460000.0
2584,3.0,3.25,2940,5432,3.0,0,3,4,500,100,35,52,1712500.0
2585,3.0,1.5,1220,7300,1.0,0,0,3,0,113,1,0,175000.0
2586,3.0,2.25,2670,7500,1.0,0,0,4,1030,66,6,68,465000.0
2587,3.0,1.0,1120,2300,1.0,0,0,4,300,89,35,56,552000.0
2588,4.0,2.75,3130,139392,2.0,0,0,4,0,81,18,18,565000.0
2589,4.0,2.5,1740,7500,1.0,0,0,4,520,92,31,31,518000.0
2590,4.0,3.5,3290,5414,2.0,0,1,3,930,106,19,22,899950.0
2591,3.0,1.0,1770,5720,1.5,0,0,4,630,93,35,61,373000.0
2592,4.0,2.5,2960,5054,2.0,0,0,3,0,106,21,23,385000.0
2593,2.0,1.0,1200,4880,1.0,0,0,3,220,102,35,49,245000.0
2594,4.0,2.0,2400,6000,2.0,0,0,3,0,45,5,9,375000.0
2595,4.0,3.5,2690,6164,2.0,0,0,3,0,102,33,43,699850.0
2596,6.0,2.25,3550,11780,1.0,0,0,4,590,48,35,60,450000.0
2597,2.0,1.5,1310,12196,1.5,0,0,3,0,114,31,31,455000.0
2598,4.0,2.75,2610,4160,3.0,0,0,5,700,10,35,47,650000.0
2599,5.0,2.5,2760,8015,1.0,0,0,4,1160,101,35,60,378000.0
2600,3.0,2.0,1410,7998,1.0,0,0,4,0,101,40,71,220000.0
2601,4.0,1.75,1960,7950,1.0,0,0,4,0,67,14,13,285500.0
2602,3.0,2.5,1212,1174,3.0,0,0,3,0,103,35,60,340000.0
2603,4.0,1.5,2220,9496,1.0,0,0,4,730,79,3,3,921000.0
2604,4.0,2.5,2040,109336,1.5,0,0,4,0,73,21,23,375000.0
2605,4.0,2.75,2800,19168,2.0,0,0,3,0,92,33,43,999000.0
2606,3.0,1.5,2040,6000,1.0,0,0,3,700,100,35,57,335000.0
2607,4.0,2.5,3070,34412,1.0,0,3,4,1000,83,22,24,1920000.0
2608,2.0,1.0,830,26329,1.0,1,3,4,0,28,41,40,385000.0
2609,4.0,3.5,4140,7089,2.0,0,0,3,980,103,19,22,850000.0
2610,5.0,2.5,2340,4500,2.0,0,0,3,0,109,32,37,429000.0
2611,3.0,2.25,1420,1282,3.0,0,0,3,0,106,35,47,523950.0
2612,3.0,2.75,2670,3738,1.0,0,0,3,950,23,32,34,798800.0
2613,3.0,2.5,1880,6008,2.0,0,0,3,0,109,18,26,284000.0
2614,4.0,3.25,3450,6184,2.0,0,0,3,0,114,33,42,852880.0
2615,3.0,2.25,1200,1400,3.0,0,0,3,0,105,35,62,320000.0
2616,4.0,3.25,3430,9870,2.0,0,0,3,0,114,5,9,749995.0
2617,3.0,2.5,1350,1186,2.0,0,0,3,230,107,35,56,468500.0
2618,5.0,2.5,2570,9962,2.0,0,0,3,0,106,11,11,492500.0
2619,4.0,3.5,2840,4637,3.0,0,0,3,0,108,35,60,685000.0
2620,4.0,2.5,2650,5600,2.0,0,0,3,0,114,32,37,542525.0
2621,3.0,2.0,1980,2674,3.0,0,0,3,0,107,35,63,435000.0
2622,3.0,1.75,1280,7524,1.5,0,0,4,0,88,18,19,242000.0
2623,4.0,2.5,2610,7091,2.0,0,0,3,0,100,14,13,325000.0
2624,5.0,2.75,3010,12611,2.0,0,0,3,0,94,31,31,837700.0
2625,1.0,1.0,930,7129,1.0,0,0,3,0,94,35,62,210000.0
2626,3.0,1.5,1180,7000,1.0,0,0,4,0,77,14,13,187500.0
2627,5.0,1.0,1710,9100,1.5,0,0,4,390,93,35,61,560000.0
2628,3.0,2.0,1380,7476,1.0,0,0,3,0,89,1,0,272000.0
2629,3.0,1.75,1190,7280,1.0,0,0,4,0,68,1,45,235000.0
2630,3.0,2.0,1870,5909,1.0,0,0,3,600,86,18,18,259000.0
2631,5.0,3.5,3130,4797,2.0,0,0,3,560,114,3,5,866059.0
2632,2.0,1.0,900,5100,1.0,0,0,4,0,89,35,56,473000.0
2633,3.0,1.5,1880,7400,1.0,0,0,3,400,97,20,67,405000.0
2634,4.0,4.25,3010,4887,2.0,0,3,4,1070,96,35,54,870000.0
2635,3.0,2.25,2280,5750,1.0,0,1,4,1130,85,35,55,475000.0
2636,3.0,2.5,2970,21907,2.0,0,0,3,0,106,32,37,499500.0
2637,2.0,2.5,1620,3196,2.0,0,0,3,0,108,38,38,386000.0
2638,4.0,1.5,1550,3000,1.5,0,0,3,200,18,35,48,458000.0
2639,3.0,1.75,2240,78225,2.0,0,0,5,0,76,41,40,550000.0
2640,3.0,2.5,2830,6536,2.0,0,0,3,0,89,42,41,605500.0
2641,3.0,2.5,2890,21780,2.0,0,0,3,0,100,34,72,421000.0
2642,4.0,2.25,1990,5948,2.0,0,0,3,0,91,16,17,536000.0
2643,3.0,1.75,1370,8719,1.0,0,0,3,0,82,9,26,247200.0
2644,2.0,1.5,1088,1360,2.0,0,0,3,0,109,19,22,250000.0
2645,4.0,1.75,1740,9344,1.0,0,0,3,560,78,14,13,204950.0
2646,3.0,2.0,1730,9000,1.0,0,0,3,360,78,16,15,430000.0
2647,4.0,2.5,1800,8100,2.0,0,0,3,0,106,21,23,250000.0
2648,3.0,1.75,1440,12888,1.0,0,2,3,350,104,40,69,260000.0
2649,4.0,1.0,1720,2800,1.5,0,0,4,520,93,35,54,547000.0
2650,5.0,3.5,2800,7350,2.0,0,0,3,0,95,35,49,379900.0
2651,3.0,2.5,2300,6009,1.0,0,0,3,0,105,31,32,738500.0
2652,4.0,2.25,2030,11585,1.0,0,0,4,440,67,31,31,545000.0
2653,2.0,1.0,740,6180,1.0,0,0,3,0,94,35,57,342000.0
2654,5.0,6.75,9640,13068,1.0,1,4,3,4820,109,23,25,4668000.0
2655,4.0,1.0,1920,13787,1.0,0,0,4,700,66,34,72,170000.0
2656,4.0,2.5,2490,12929,2.0,0,0,3,0,109,33,42,616000.0
2657,3.0,2.0,1380,4800,1.0,0,0,3,0,94,35,58,640000.0
2658,3.0,2.5,1530,9406,1.0,0,0,3,260,93,32,37,332000.0
2659,3.0,3.25,2420,1923,2.0,0,2,3,580,106,35,52,1010000.0
2660,4.0,2.5,2150,37647,2.0,0,0,3,0,91,18,26,380000.0
2661,4.0,2.0,1610,9600,1.0,0,0,5,0,67,25,34,415000.0
2662,4.0,3.5,2650,3060,2.0,0,0,3,590,101,35,47,1008000.0
2663,4.0,2.75,2700,35362,2.0,0,0,5,0,76,42,44,669000.0
2664,3.0,1.5,1270,20700,1.0,0,0,2,120,48,20,67,260000.0
2665,4.0,2.75,3150,38865,1.0,0,0,3,670,86,31,31,854000.0
2666,3.0,2.25,2010,10760,2.0,0,0,3,0,85,31,31,605000.0
2667,3.0,1.0,860,5060,1.5,0,0,3,0,111,35,62,320000.0
2668,3.0,2.0,1410,7466,1.0,0,0,3,0,109,32,36,229950.0
2669,3.0,1.75,1700,7532,1.0,0,0,3,0,100,18,18,255000.0
2670,4.0,2.5,2570,6251,2.0,0,0,3,0,100,3,3,1170000.0
2671,2.0,2.25,1230,932,2.0,0,0,3,210,103,35,53,479000.0
2672,4.0,3.5,4170,9748,2.0,0,0,3,0,103,25,37,1200000.0
2673,3.0,2.5,1180,1262,3.0,0,0,3,0,110,35,58,472000.0
2674,3.0,1.5,1430,7347,1.0,0,0,3,610,80,14,13,198000.0
2675,4.0,2.0,1450,8400,1.5,0,0,4,0,62,19,22,440000.0
2676,3.0,1.75,2180,7700,1.0,0,0,3,700,104,36,70,506000.0
2677,4.0,2.5,2210,7079,2.0,0,0,3,0,93,18,19,382500.0
2678,2.0,1.5,1480,7276,1.0,0,0,4,540,100,32,34,269500.0
2679,3.0,2.0,2340,3477,1.0,0,1,5,1170,71,35,57,560000.0
2680,4.0,3.5,3860,18334,2.0,0,0,3,740,96,42,44,840000.0
2681,3.0,2.75,2300,4637,2.0,0,0,3,0,108,38,38,479500.0
2682,3.0,1.5,1450,7375,1.0,0,0,3,440,97,19,22,402000.0
2683,2.0,2.5,1380,953,3.0,0,0,3,0,106,35,47,549000.0
2684,4.0,2.5,2470,3811,2.0,0,0,3,0,99,38,38,449950.0
2685,4.0,1.75,2030,18295,1.5,0,0,4,0,75,19,22,493000.0
2686,4.0,0.75,1440,13300,1.0,0,0,3,0,94,6,68,142500.0
2687,3.0,1.75,1160,6134,1.0,0,0,3,0,106,1,1,250000.0
2688,3.0,1.0,1580,3840,2.0,0,0,3,0,88,35,46,729000.0
2689,2.0,2.75,1430,1425,2.0,0,0,3,435,106,35,53,465000.0
2690,2.0,2.0,1494,19271,2.0,1,4,3,0,97,41,40,465000.0
2691,4.0,2.25,1930,7207,1.0,0,0,4,570,88,18,18,280000.0
2692,6.0,1.75,2740,6360,1.0,0,3,3,1370,53,35,65,675000.0
2693,3.0,2.0,1880,3800,1.0,0,0,5,850,27,35,54,667500.0
2694,3.0,2.5,2590,7720,2.0,0,0,3,0,100,3,6,809000.0
2695,3.0,2.25,2140,11266,2.0,0,0,3,0,86,11,11,400000.0
2696,4.0,2.0,1870,6000,1.5,0,0,3,0,101,35,60,310000.0
2697,2.0,1.0,1230,3800,1.0,0,0,3,0,54,35,54,435000.0
2698,4.0,2.5,2340,6896,2.0,0,0,3,0,101,32,37,465950.0
2699,3.0,2.25,2880,7599,1.0,0,2,3,1170,102,19,21,1538000.0
2700,3.0,1.5,880,6600,1.0,0,0,5,0,45,35,71,253000.0
2701,3.0,2.5,3040,7232,2.0,0,0,3,0,103,1,45,330000.0
2702,4.0,1.0,1120,7104,1.5,0,0,3,0,46,35,70,554000.0
2703,3.0,2.0,1380,3600,3.0,0,0,3,0,23,35,59,350000.0
2704,4.0,2.5,1660,9760,2.0,0,0,3,0,94,18,18,294999.0
2705,3.0,2.75,2500,5568,2.0,0,0,5,0,5,35,53,1185001.0
2706,4.0,2.5,2940,10382,2.0,0,0,4,0,91,25,37,752000.0
2707,4.0,2.5,1670,3315,2.0,0,0,3,0,105,16,17,451000.0
2708,4.0,2.75,2630,7505,2.0,0,0,3,0,94,31,31,725000.0
2709,4.0,2.75,2250,7412,1.0,0,0,4,770,75,32,36,345000.0
2710,3.0,1.0,1320,7000,1.0,0,0,4,0,67,1,1,206000.0
2711,4.0,3.75,4100,22798,1.5,0,3,5,1560,79,23,25,2027000.0
2712,3.0,3.25,4340,4947,2.0,0,3,3,1280,93,35,50,2475000.0
2713,4.0,3.0,3700,20570,1.0,0,0,4,1850,92,3,3,1728000.0
2714,5.0,2.0,2700,10875,1.0,0,0,4,1160,62,3,6,580000.0
2715,3.0,1.0,980,7200,1.0,0,0,4,0,83,35,55,430000.0
2716,4.0,2.5,2650,11520,2.0,0,0,3,540,100,19,21,720000.0
2717,7.0,4.25,3670,4000,2.0,0,1,3,870,100,35,74,824000.0
2718,3.0,1.75,2960,12420,1.0,0,2,4,1480,52,35,55,936000.0
2719,4.0,2.75,3070,7201,2.0,0,0,3,0,106,32,37,535000.0
2720,3.0,2.5,1413,3600,2.0,0,0,3,0,111,18,19,286800.0
2721,2.0,2.5,1260,1347,3.0,0,0,3,0,105,35,47,350000.0
2722,3.0,2.5,1680,2229,2.0,0,0,3,0,107,36,67,345000.0
2723,3.0,2.25,1230,1238,2.0,0,0,3,150,109,35,74,435000.0
2724,3.0,3.5,4360,6240,2.0,0,3,3,1400,108,35,47,1555000.0
2725,4.0,4.0,4420,16526,2.0,0,0,3,0,23,33,43,1325000.0
2726,3.0,3.25,2770,6278,2.0,0,0,3,790,106,32,34,461000.0
2727,3.0,2.25,2910,10204,2.0,0,0,3,0,109,31,31,770000.0
2728,4.0,3.25,4290,12103,1.0,0,3,3,1600,97,3,5,1384000.0
2729,3.0,2.5,1600,26977,2.0,0,0,3,0,105,11,11,330000.0
2730,4.0,2.5,1820,6753,2.0,0,0,3,0,94,21,23,322500.0
2731,6.0,5.0,6050,230652,2.0,0,3,3,0,101,13,14,1600000.0
2732,3.0,1.75,1700,8432,1.0,0,0,3,470,104,35,60,475000.0
2733,2.0,1.0,790,11234,1.0,0,0,4,0,82,26,68,250275.0
2734,3.0,2.25,1720,9000,1.0,0,0,4,400,69,14,13,274500.0
2735,3.0,1.0,990,10723,1.0,0,0,5,0,60,32,37,284950.0
2736,4.0,1.75,1770,9011,1.0,0,0,5,720,83,9,26,264950.0
2737,3.0,2.0,1260,8092,1.0,0,0,3,0,86,21,23,242000.0
2738,4.0,2.5,3640,10576,2.0,0,0,3,0,99,33,43,913000.0
2739,3.0,1.75,2040,6000,1.0,0,0,5,920,58,35,55,555000.0
2740,4.0,1.75,1980,10800,1.0,0,0,5,990,85,23,25,711000.0
2741,5.0,2.5,3600,17300,1.0,0,0,4,1190,68,26,68,403500.0
2742,4.0,2.5,4270,43386,1.0,0,0,3,1590,91,31,32,975000.0
2743,4.0,2.0,2030,9600,1.5,0,0,3,600,112,34,72,253779.0
2744,3.0,3.25,1689,1388,3.0,0,0,3,0,108,35,60,384400.0
2745,5.0,2.75,2870,4461,1.0,0,0,3,1220,76,35,50,646000.0
2746,3.0,1.75,1270,4800,1.0,0,0,3,0,114,35,61,415000.0
2747,4.0,2.5,2790,7938,2.0,0,0,3,0,97,33,42,764000.0
2748,5.0,3.25,3850,16249,2.0,0,2,3,820,102,1,45,507000.0
2749,3.0,2.5,1560,9361,1.5,0,0,4,200,36,35,51,545500.0
2750,3.0,1.75,1180,4080,1.0,0,0,4,420,28,35,56,450000.0
2751,4.0,1.75,1820,8118,1.0,0,0,4,740,80,18,19,264000.0
2752,5.0,1.75,1260,4500,1.5,0,0,3,0,103,35,58,650000.0
2753,3.0,2.5,2640,6715,2.0,0,0,3,960,91,32,36,365000.0
2754,2.0,1.0,1100,4200,1.0,0,0,3,0,105,35,63,343566.0
2755,3.0,2.5,1950,6871,2.0,0,0,3,0,97,36,67,375000.0
2756,3.0,2.0,1380,8682,1.0,0,0,4,0,66,10,66,295000.0
2757,3.0,2.75,2200,7000,1.0,0,0,4,920,77,32,36,325000.0
2758,4.0,1.5,2050,7100,1.0,0,0,3,1000,108,1,0,265000.0
2759,5.0,3.0,2795,15101,2.0,0,0,3,0,96,11,11,562000.0
2760,4.0,2.5,2050,34222,2.0,0,0,4,0,89,42,44,540000.0
2761,4.0,3.0,6430,27517,2.0,0,0,3,0,101,3,3,4489000.0
2762,5.0,1.75,2150,7171,1.0,0,0,4,690,70,18,19,279950.0
2763,3.0,1.75,1970,8200,1.0,0,0,5,550,63,36,70,540000.0
2764,4.0,2.5,2660,12672,1.0,0,0,4,920,101,14,2,310000.0
2765,1.0,1.0,720,4800,1.0,0,0,3,0,96,35,57,190000.0
2766,4.0,2.5,2410,4780,2.0,0,0,3,0,100,38,38,440000.0
2767,3.0,2.0,2020,5500,1.5,0,3,3,230,99,35,74,1400000.0
2768,2.0,1.0,1080,9435,1.0,0,0,3,0,104,32,36,230000.0
2769,3.0,1.75,1180,14292,1.0,0,0,3,0,113,27,27,455000.0
2770,2.0,1.0,660,5000,1.0,0,0,3,0,15,35,49,175000.0
2771,3.0,1.75,2920,9370,1.0,0,0,4,1300,81,3,5,650000.0
2772,4.0,4.25,4850,12445,2.0,1,4,5,1000,89,19,22,3000000.0
2773,3.0,1.0,1080,8580,1.5,0,0,3,0,105,40,69,192500.0
2774,3.0,1.75,1670,6900,1.0,0,0,3,500,78,14,13,239950.0
2775,6.0,1.0,1370,5080,1.5,0,0,3,250,31,35,49,175000.0
2776,5.0,3.5,3450,28324,1.0,0,0,5,1100,72,19,21,850000.0
2777,4.0,2.0,1970,10500,1.0,0,0,3,150,104,6,68,410000.0
2778,4.0,2.5,2290,6738,2.0,0,0,3,0,96,16,17,570000.0
2779,5.0,2.5,2240,7543,1.0,0,0,3,1100,63,36,70,469000.0
2780,2.0,1.0,1240,6400,1.0,0,1,4,180,38,35,61,559000.0
2781,3.0,2.5,2420,43177,2.0,0,4,4,730,89,33,43,739888.0
2782,5.0,3.5,3260,58806,2.0,0,0,4,0,69,18,26,568450.0
2783,2.0,1.0,670,10920,1.0,0,0,3,0,99,35,65,240000.0
2784,5.0,3.25,3160,10000,2.0,0,0,4,0,80,16,15,574950.0
2785,3.0,2.25,1990,6350,2.0,0,0,3,0,111,10,73,180000.0
2786,4.0,3.5,4680,9700,2.0,0,0,3,1320,105,3,5,1160000.0
2787,3.0,2.5,1700,3575,2.0,0,0,3,0,100,35,51,300000.0
2788,4.0,2.5,2807,9430,2.0,0,0,3,0,96,17,16,630000.0
2789,4.0,1.75,1770,9375,1.0,0,0,4,600,68,31,31,507000.0
2790,4.0,2.5,2570,9000,1.0,0,0,4,980,79,14,13,287500.0
2791,3.0,3.0,3450,16200,2.0,0,0,3,0,109,33,42,688000.0
2792,3.0,2.0,1670,7700,1.0,0,0,3,500,102,19,22,424000.0
2793,3.0,1.75,1050,6150,1.5,0,0,4,100,28,35,55,400000.0
2794,4.0,2.5,1910,7683,2.0,0,0,3,0,100,16,15,620000.0
2795,3.0,1.0,910,7700,1.0,0,0,4,0,71,19,22,300000.0
2796,5.0,2.25,2480,12070,2.0,0,0,3,0,78,33,42,615000.0
2797,2.0,1.5,1820,8867,2.0,0,0,3,0,100,40,69,206000.0
2798,4.0,2.5,2920,7700,2.0,0,0,3,0,103,11,11,515500.0
2799,5.0,2.25,1870,11411,1.0,0,0,4,700,101,20,67,554000.0
2800,4.0,3.5,3810,9792,2.0,0,0,3,0,113,35,65,825000.0
2801,4.0,2.25,2190,4080,2.0,0,0,3,390,18,35,58,855000.0
2802,3.0,2.5,1730,6368,2.0,0,0,3,0,93,21,23,315000.0
2803,5.0,2.5,2220,9360,1.0,0,0,4,1110,68,32,36,299000.0
2804,3.0,1.5,1320,8114,1.0,0,0,3,0,94,3,3,650000.0
2805,3.0,1.75,1510,4800,1.0,0,2,3,650,111,35,61,465000.0
2806,3.0,2.0,2120,4080,2.0,0,0,3,0,103,31,32,535000.0
2807,2.0,2.0,1690,4500,1.0,0,0,3,0,103,31,32,564000.0
2808,3.0,3.5,1360,1419,2.0,0,0,3,320,107,35,50,515000.0
2809,4.0,2.5,3250,5000,2.0,0,0,3,0,108,32,37,580000.0
2810,3.0,2.25,1490,1294,2.0,0,0,3,270,110,35,49,309000.0
2811,3.0,1.75,1930,6360,1.0,0,0,3,0,23,38,38,536751.0
2812,4.0,2.5,2020,5501,2.0,0,0,3,0,110,32,37,415000.0
2813,3.0,2.25,1584,2800,2.0,0,0,3,0,12,1,1,267000.0
2814,4.0,2.5,3170,8523,2.0,0,0,3,0,108,19,21,820000.0
2815,4.0,2.75,3870,10046,2.0,0,0,3,0,105,19,21,1399950.0
2816,2.0,2.5,1430,923,3.0,0,0,3,20,108,35,47,485000.0
2817,3.0,3.25,1380,1120,3.0,0,0,3,0,108,35,47,482000.0
2818,4.0,2.5,2610,4595,2.0,0,0,3,0,108,17,16,535000.0
2819,3.0,3.25,1540,1428,3.0,0,0,3,0,23,35,47,690000.0
2820,3.0,2.5,1940,9000,1.0,0,0,4,970,48,35,56,576000.0
2821,3.0,2.5,2160,3000,1.5,0,0,3,900,111,35,57,378750.0
2822,4.0,1.75,1530,8750,1.5,0,0,4,0,68,32,36,269900.0
2823,3.0,2.0,1440,7210,1.0,0,0,3,0,109,1,45,210000.0
2824,4.0,2.5,2640,8625,2.0,0,0,3,0,100,32,36,429900.0
2825,4.0,3.25,3620,5131,2.0,0,3,4,1270,27,35,58,1525000.0
2826,4.0,2.5,2850,4650,2.0,0,0,3,0,103,21,23,360000.0
